,ANO,CODCORPOLEIPL,NOMEAUTOR,TIPOAUTOR,TIPO,TIPOEMENDA,ESTRUTURALEI,CAPITULO,SECAO,SUBSECAO,ARTIGO,PARAGRAFO,INCISO,ALINEA,ITEM,DESCATEGORIA,INDGERACAOAUTOMATICA,NUMEROEMENDA,TEXTOPROPOSTOEMENDA,JUSTIFICATIVA
23165,2020,20,Assis Carvalho,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,27050009,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23166,2020,20,Danilo Cabral,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,27190008,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher.
O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao
enfrentamento à violência contra a mulher.?"
23167,2020,20,Danilo Cabral,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003,§ Unico - Inclui nas prioridades e metas as metas inscritas no Apoio Financeiro para Aquisição e Distribuição de Medicamentos para Doenças Raras",N,27190010,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Apoio Financeiro para Aquisição e Distribuição de Medicamentos para Tratamento de Doenças Raras.,sendo a educação o primordial para cada nação e a civilidade contra os mais fracos
23168,2020,20,Zeca Dirceu,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as metas inscritas no PNE",N,28490015,"Parágrafo Único. Incluem entre as prioridades da administração pública federal para o exercício de 2012, as metas inscritas no Plano Nacional de Educação - PNE.",Deixar caracterizada pelo Governo como prioridade da administração pública à área de educação
23169,2020,20,Zeca Dirceu,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,28490016,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23170,2020,20,Maurício Dziedricki,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,28730013,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.?"
23175,2020,20,Luiza Erundina,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,36110015,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23176,2020,20,Leandre,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,37020008,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na  LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.?"
23177,2020,20,Leandre,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,37020013,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23179,2020,20,Mariana Carvalho,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,37250008,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.?"
23180,2020,20,Mariana Carvalho,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,37250014,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23181,2020,20,Rafael Motta,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,37420012,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na  LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.?"
23182,2020,20,Rejane Dias,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,37440007,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23184,2020,20,Zé Carlos,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,Art.003 - Inclui entre as prioridades e metas as ações de moradia de interesse social,N,37810011,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as ações dos programss de moradia de interesse social e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.",sfADASAFs
23185,2020,20,Jean Paul Prates,Senador,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,Art.003-A - Possibilita a redução da meta de superávit primário até o montante gasto em GND4,N,38860004,"Art.4º A meta de resultado primário a que se refere o art. 2º poderá ser reduzida até o montante dos gastos relativos aos investimentos(GND4), cujas programações serão identificadas no projeto e na Lei Orçamentária de 2020 no grupo de natureza da despesas previsto no inciso IV do § 2º do art.6º desta lei e de dotações do minha casa minha vida previstas na loa de 2020. 

§ 1º O montante de que trata o caput abrange, na execução da Lei Orçamentária de 2020, o valor dos respectivos restos a pagar.

§ 2º A Lei Orçamentária de 2020 observará, como redutor da meta primária, o montante
constante do respectivo Projeto.","A grave crise econômica experimentada pelo país só será superada com ampliação dos investimentos públicos, que estão nos menores patamares da série histórica. A redução das despesas públicas, especialmente investimentos, leva à queda do PIB, da arrecadação e do resultado primário, criando ciclo vicioso que só poderá ser superado com priorização orçamentária dos investimentos públicos.

Os investimentos são as despesas mais impactadas pela regra fiscal pró-cíclica do resultado primário. Com a piora da situação econômica, reduz-se os investimentos, que têm forte efeito multiplicador sobre a renda. Diante da queda dos investimentos, a demanda se contrai, impactando a renda e afetando ainda mais o equilíbrio das contas públicas.

Percebe-se, pois, que a regra de resultado primário tem um comportamento altamente pró-cíclico, prejudicando a economia e, em última instância, a geração de empregos.

Em razão da EC 95, há previsão de queda de 33% nas despesas discricionárias em 2019.Para que este quadro não reduza ainda mais os investimentos públicos, é fundamental que os recursos do PAC possam ser abatidos da meta de resultado primário."
23186,2020,20,Jean Paul Prates,Senador,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,Art.003-A - Possibilita a redução da meta de superávit primário até o montante gasto em GND4,N,38860005,"Art.4º A meta de resultado primário a que se refere o art. 2º poderá ser reduzida até o montante dos gastos relativos aos investimentos(GND4), cujas programações serão identificadas no projeto e na Lei Orçamentária de 2020 no grupo de natureza da despesas previsto no inciso IV do § 2º do art.6º desta lei e de dotações do minha casa minha vida previstas na loa de 2020. 

§ 1º O montante de que trata o caput abrange, na execução da Lei Orçamentária de 2020, o valor dos respectivos restos a pagar.

§ 2º A Lei Orçamentária de 2020 observará, como redutor da meta primária, o montante
constante do respectivo Projeto.","A grave crise econômica experimentada pelo país só será superada com ampliação dos investimentos públicos, que estão nos menores patamares da série histórica. A redução das despesas públicas, especialmente investimentos, leva à queda do PIB, da arrecadação e do resultado primário, criando ciclo vicioso que só poderá ser superado com priorização orçamentária dos investimentos públicos.

Os investimentos são as despesas mais impactadas pela regra fiscal pró-cíclica do resultado primário. Com a piora da situação econômica, reduz-se os investimentos, que têm forte efeito multiplicador sobre a renda. Diante da queda dos investimentos, a demanda se contrai, impactando a renda e afetando ainda mais o equilíbrio das contas públicas.

Percebe-se, pois, que a regra de resultado primário tem um comportamento altamente pró-cíclico, prejudicando a economia e, em última instância, a geração de empregos.

Em razão da EC 95, há previsão de queda de 33% nas despesas discricionárias em 2019.Para que este quadro não reduza ainda mais os investimentos públicos, é fundamental que os recursos do PAC possam ser abatidos da meta de resultado primário."
23187,2020,20,Jean Paul Prates,Senador,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,38860016,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23188,2020,20,Alencar Santana,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as metas inscritas no PNE",N,39050011,"Parágrafo Único. Incluem entre as prioridades da administração pública federal para o exercício de 2020, as metas inscritas no Plano Nacional de Educação - PNE.",Deixar caracterizada pelo Governo como prioridade da administração pública à área de educação
23189,2020,20,Alencar Santana,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,39050012,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23190,2020,20,Aline Gurgel,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,39100006,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23191,2020,20,Aline Sleutjes,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,39110007,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23192,2020,20,Áurea Carolina,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,39160029,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23193,2020,20,Capitão Alberto Neto,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Prioridades e Metas, Seção I, Anexo III, Segurança Pública, Educação, Enfrentamento à Violência contra a Mulher, Funcionamento Órgãos, PPA",N,39260006,"Art. 3º As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, as de Segurança Pública, as de Educação, as de enfrentamento à violência contra a mulher, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão estabelecidas na Lei do Plano Plurianual 2020-2023.","A emenda tem o objetivo de incluir na LDO 2020, dentre as prioridades da administração pública, as metas da Segurança Pública, do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Segurança Pública, a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo Federal. O Presidente Bolsonaro durante a campanha eleitoral de 2018 e em seu discurso de posse ressaltou como prioridades do seu mandato as ações de saúde, educação e segurança pública, inclusive com bastante ênfase no combate à corrupção e ao crime organizado. De grande relevância e com necessidade de monitoramento contínuo são, também, as ações relacionadas ao enfrentamento à violência contra a mulher."
